Player, Num Table Cards, Captured Cards, Δ Captured Cards, Δ Score
P1, 0, 0, 0, 0
P2, 0, 7, 7, 4
P1, 3, 4, 4, 0
P2, 3, 14, 7, 4
P1, 2, 6, 2, 2
P2, 2, 19, 5, 2
P1, 5, 12, 6, 0
P2, 5, 27, 8, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 2
P2, 0, 6, 6, 2
P1, 2, 4, 2, 2
P2, 2, 11, 5, 0
P1, 5, 13, 9, 2
P2, 5, 14, 3, 0
P1, 3, 15, 2, 0
P2, 3, 23, 9, 4
P1, 0, 2, 2, 2
P2, 0, 5, 5, 6
P1, 3, 8, 6, 2
P2, 3, 7, 2, 2
P1, 5, 17, 9, 4
P2, 5, 10, 3, 0
P1, 3, 23, 6, 0
P2, 3, 15, 5, 0
P1, 0, 2, 2, 2
P2, 0, 6, 6, 6
P1, 2, 4, 2, 2
P2, 2, 14, 8, 0
P1, 2, 6, 2, 0
P2, 2, 23, 9, 4
P1, 1, 8, 2, 2
P2, 1, 31, 8, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 2
P2, 0, 6, 6, 0
P1, 2, 4, 2, 2
P2, 2, 13, 7, 4
P1, 3, 10, 6, 2
P2, 3, 18, 5, 4
P1, 2, 13, 3, 0
P2, 2, 23, 5, 2
P1, 0, 3, 3, 0
P2, 0, 5, 5, 2
P1, 2, 9, 6, 4
P2, 2, 9, 4, 2
P1, 2, 12, 3, 0
P2, 2, 16, 7, 4
P1, 2, 15, 3, 2
P2, 2, 21, 5, 0
P1, 0, 0, 0, 0
P2, 0, 7, 7, 2
P1, 3, 3, 3, 2
P2, 3, 11, 4, 0
P1, 6, 10, 7, 0
P2, 6, 16, 5, 0
P1, 4, 12, 2, 0
P2, 4, 25, 9, 0
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 8, 8, 2
P2, 0, 0, 0, 0
P1, 2, 13, 5, 2
P2, 2, 5, 5, 2
P1, 2, 15, 2, 2
P2, 2, 12, 7, 2
P1, 3, 15, 0, 0
P2, 3, 23, 11, 4
P1, 0, 3, 3, 2
P2, 0, 5, 5, 0
P1, 2, 5, 2, 0
P2, 2, 7, 2, 2
P1, 8, 16, 11, 2
P2, 8, 9, 2, 0
P1, 5, 24, 8, 2
P2, 5, 15, 6, 2
P1, 0, 2, 2, 0
P2, 0, 5, 5, 0
P1, 3, 10, 8, 6
P2, 3, 7, 2, 0
P1, 3, 12, 2, 0
P2, 3, 16, 9, 8
P1, 2, 16, 4, 0
P2, 2, 22, 6, 2
P1, 0, 3, 3, 2
P2, 0, 3, 3, 0
P1, 4, 6, 3, 0
P2, 4, 8, 5, 0
P1, 6, 13, 7, 0
P2, 6, 14, 6, 2
P1, 0, 4, 4, 0
P2, 0, 5, 5, 0
P1, 1, 10, 6, 8
P2, 1, 5, 0, 0
P1, 5, 16, 6, 6
P2, 5, 9, 4, 0
P1, 5, 20, 4, 0
P2, 5, 20, 11, 6
P1, 0, 0, 0, 0
P2, 0, 9, 9, 6
P1, 1, 2, 2, 2
P2, 1, 15, 6, 2
P1, 3, 6, 4, 0
P2, 3, 17, 2, 2
P1, 7, 16, 10, 0
P2, 7, 20, 3, 0
P1, 0, 2, 2, 0
P2, 0, 6, 6, 4
P1, 2, 7, 5, 2
P2, 2, 10, 4, 0
P1, 3, 11, 4, 0
P2, 3, 15, 5, 2
P1, 4, 14, 3, 0
P2, 4, 23, 8, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 4
P2, 0, 3, 3, 0
P1, 3, 11, 7, 2
P2, 3, 8, 5, 0
P1, 1, 16, 5, 2
P2, 1, 10, 2, 2
P1, 4, 18, 2, 0
P2, 4, 19, 9, 0
P1, 0, 3, 3, 2
P2, 0, 3, 3, 0
P1, 4, 6, 3, 0
P2, 4, 12, 9, 2
P1, 2, 11, 5, 2
P2, 2, 18, 6, 4
P1, 1, 17, 6, 2
P2, 1, 20, 2, 2
P1, 0, 0, 0, 0
P2, 0, 6, 6, 8
P1, 4, 6, 6, 2
P2, 4, 11, 5, 2
P1, 3, 13, 7, 4
P2, 3, 14, 3, 0
P1, 3, 17, 4, 0
P2, 3, 21, 7, 4
P1, 0, 0, 0, 0
P2, 0, 3, 3, 0
P1, 7, 7, 7, 0
P2, 7, 7, 4, 2
P1, 6, 10, 3, 0
P2, 6, 11, 4, 2
P1, 0, 4, 4, 2
P2, 0, 5, 5, 4
P1, 1, 9, 5, 0
P2, 1, 7, 2, 2
P1, 4, 12, 3, 0
P2, 4, 15, 8, 0
P1, 3, 19, 7, 0
P2, 3, 21, 6, 4
P1, 0, 5, 5, 2
P2, 0, 0, 0, 0
P1, 5, 11, 6, 2
P2, 5, 6, 6, 6
P1, 3, 15, 4, 0
P2, 3, 11, 5, 4
P1, 4, 15, 0, 0
P2, 4, 23, 12, 2
P1, 0, 5, 5, 0
P2, 0, 2, 2, 0
P1, 3, 9, 4, 2
P2, 3, 4, 2, 0
P1, 7, 20, 11, 2
P2, 7, 6, 2, 2
P1, 4, 27, 7, 0
P2, 4, 10, 4, 0
P1, 0, 0, 0, 0
P2, 0, 2, 2, 4
P1, 0, 2, 2, 0
P2, 0, 2, 2, 2
P1, 6, 9, 7, 2
P2, 6, 7, 5, 2
P1, 4, 17, 8, 0
P2, 4, 11, 4, 2
P1, 2, 24, 7, 2
P2, 2, 11, 0, 0
P1, 0, 8, 8, 4
P2, 0, 0, 0, 0
P1, 2, 14, 6, 0
P2, 2, 2, 2, 2
P1, 4, 19, 5, 0
P2, 4, 8, 6, 2
P1, 3, 22, 3, 0
P2, 3, 16, 8, 4
P1, 0, 4, 4, 4
P2, 0, 3, 3, 0
P1, 3, 6, 2, 2
P2, 3, 11, 8, 4
P1, 3, 10, 4, 2
P2, 3, 15, 4, 2
P1, 5, 16, 6, 0
P2, 5, 23, 8, 0
P1, 0, 0, 0, 0
P2, 0, 6, 6, 12
P1, 0, 4, 4, 4
P2, 0, 2, 2, 4
P1, 4, 9, 5, 2
P2, 4, 7, 5, 2
P1, 4, 14, 5, 0
P2, 4, 13, 6, 0
P1, 3, 24, 10, 2
P2, 3, 15, 2, 2
P1, 0, 4, 4, 2
P2, 0, 4, 4, 6
P1, 2, 8, 4, 2
P2, 2, 6, 2, 0
P1, 6, 18, 10, 2
P2, 6, 8, 2, 0
P1, 4, 22, 4, 2
P2, 4, 17, 9, 4
P1, 0, 0, 0, 0
P2, 0, 8, 8, 2
P1, 2, 6, 6, 0
P2, 2, 11, 3, 2
P1, 3, 12, 6, 0
P2, 3, 13, 2, 0
P1, 5, 20, 8, 0
P2, 5, 15, 2, 0
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 2
P2, 0, 5, 5, 2
P1, 3, 4, 2, 0
P2, 3, 12, 7, 0
P1, 4, 8, 4, 2
P2, 4, 17, 5, 0
P1, 5, 16, 8, 2
P2, 5, 22, 5, 2
P1, 0, 0, 0, 0
P2, 0, 8, 8, 4
P1, 2, 3, 3, 0
P2, 2, 13, 5, 4
P1, 4, 9, 6, 0
P2, 4, 18, 5, 0
P1, 3, 14, 5, 0
P2, 3, 25, 7, 0
P1, 0, 2, 2, 0
P2, 0, 4, 4, 2
P1, 4, 9, 7, 2
P2, 4, 8, 4, 2
P1, 3, 11, 2, 0
P2, 3, 15, 7, 0
P1, 4, 14, 3, 0
P2, 4, 21, 6, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 4
P2, 0, 5, 5, 2
P1, 1, 6, 2, 0
P2, 1, 12, 7, 4
P1, 2, 8, 2, 0
P2, 2, 19, 7, 2
P1, 3, 11, 3, 0
P2, 3, 27, 8, 4
P1, 0, 5, 5, 2
P2, 0, 2, 2, 4
P1, 3, 9, 4, 2
P2, 3, 9, 7, 4
P1, 2, 12, 3, 0
P2, 2, 17, 8, 4
P1, 1, 14, 2, 2
P2, 1, 23, 6, 4
P1, 0, 2, 2, 2
P2, 0, 5, 5, 2
P1, 3, 5, 3, 0
P2, 3, 11, 6, 4
P1, 4, 13, 8, 0
P2, 4, 15, 4, 0
P1, 2, 16, 3, 2
P2, 2, 20, 5, 2
P1, 0, 3, 3, 2
P2, 0, 2, 2, 4
P1, 5, 9, 6, 0
P2, 5, 9, 7, 4
P1, 2, 12, 3, 2
P2, 2, 17, 8, 2
P1, 1, 14, 2, 0
P2, 1, 23, 6, 2
P1, 0, 0, 0, 0
P2, 0, 4, 4, 6
P1, 0, 5, 5, 0
P2, 0, 3, 3, 2
P1, 2, 7, 2, 0
P2, 2, 10, 7, 8
P1, 3, 11, 4, 2
P2, 3, 16, 6, 4
P1, 3, 19, 8, 0
P2, 3, 19, 3, 2
P1, 0, 5, 5, 2
P2, 0, 2, 2, 4
P1, 3, 9, 4, 0
P2, 3, 7, 5, 2
P1, 4, 14, 5, 2
P2, 4, 14, 7, 4
P1, 2, 22, 8, 0
P2, 2, 17, 3, 2
P1, 0, 2, 2, 2
P2, 0, 5, 5, 4
P1, 3, 7, 5, 2
P2, 3, 8, 3, 0
P1, 5, 15, 8, 2
P2, 5, 13, 5, 2
P1, 2, 15, 0, 0
P2, 2, 22, 9, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 8, 8, 4
P2, 0, 0, 0, 0
P1, 2, 15, 7, 0
P2, 2, 3, 3, 2
P1, 2, 15, 0, 0
P2, 2, 12, 9, 2
P1, 3, 19, 4, 2
P2, 3, 19, 7, 2
P1, 0, 3, 3, 0
P2, 0, 2, 2, 2
P1, 5, 7, 4, 0
P2, 5, 9, 7, 0
P1, 4, 13, 6, 0
P2, 4, 14, 5, 0
P1, 3, 17, 4, 2
P2, 3, 23, 9, 4
P1, 0, 0, 0, 0
P2, 0, 7, 7, 6
P1, 3, 7, 7, 2
P2, 3, 9, 2, 0
P1, 4, 14, 7, 2
P2, 4, 13, 4, 4
P1, 3, 16, 2, 0
P2, 3, 22, 9, 6
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 0, 0, 0
P2, 0, 8, 8, 10
P1, 2, 3, 3, 0
P2, 2, 14, 6, 0
P1, 3, 7, 4, 2
P2, 3, 22, 8, 6
P1, 1, 9, 2, 2
P2, 1, 28, 6, 2
P1, 0, 2, 2, 0
P2, 0, 2, 2, 0
P1, 6, 4, 2, 0
P2, 6, 14, 12, 4
P1, 2, 7, 3, 2
P2, 2, 22, 8, 0
P1, 1, 9, 2, 2
P2, 1, 28, 6, 0
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 3, 3, 2
P2, 0, 6, 6, 6
P1, 1, 5, 2, 2
P2, 1, 13, 7, 6
P1, 2, 11, 6, 2
P2, 2, 15, 2, 0
P1, 4, 16, 5, 0
P2, 4, 22, 7, 0
P1, 0, 3, 3, 2
P2, 0, 6, 6, 12
P1, 1, 6, 3, 0
P2, 1, 13, 7, 0
P1, 1, 13, 7, 0
P2, 1, 15, 2, 0
P1, 2, 17, 4, 0
P2, 2, 22, 7, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 0, 0, 0
P2, 0, 7, 7, 8
P1, 3, 6, 6, 2
P2, 3, 13, 6, 4
P1, 1, 8, 2, 0
P2, 1, 20, 7, 2
P1, 2, 11, 3, 2
P2, 2, 27, 7, 2
P1, 0, 5, 5, 8
P2, 0, 2, 2, 4
P1, 3, 9, 4, 0
P2, 3, 8, 6, 2
P1, 3, 11, 2, 0
P2, 3, 18, 10, 0
P1, 1, 16, 5, 0
P2, 1, 20, 2, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 2
P2, 0, 4, 4, 2
P1, 4, 8, 6, 0
P2, 4, 9, 5, 4
P1, 3, 18, 10, 2
P2, 3, 9, 0, 0
P1, 3, 23, 5, 0
P2, 3, 16, 7, 4
P1, 0, 2, 2, 0
P2, 0, 6, 6, 10
P1, 2, 7, 5, 6
P2, 2, 10, 4, 2
P1, 3, 9, 2, 0
P2, 3, 17, 7, 2
P1, 4, 14, 5, 2
P2, 4, 26, 9, 6
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 3, 3, 2
P2, 0, 2, 2, 4
P1, 5, 9, 6, 2
P2, 5, 8, 6, 2
P1, 3, 14, 5, 6
P2, 3, 13, 5, 2
P1, 3, 17, 3, 0
P2, 3, 20, 7, 2
P1, 0, 0, 0, 0
P2, 0, 9, 9, 10
P1, 1, 8, 8, 8
P2, 1, 9, 0, 0
P1, 3, 14, 6, 2
P2, 3, 11, 2, 2
P1, 5, 23, 9, 0
P2, 5, 13, 2, 0
P1, 0, 0, 0, 0
P2, 0, 6, 6, 10
P1, 4, 0, 0, 0
P2, 4, 8, 2, 2
P1, 0, 3, 3, 2
P2, 0, 5, 5, 4
P1, 2, 7, 4, 0
P2, 2, 13, 8, 4
P1, 0, 10, 3, 0
P2, 0, 18, 5, 6
P1, 2, 15, 5, 0
P2, 2, 24, 6, 2
P1, 0, 2, 2, 2
P2, 0, 5, 5, 4
P1, 3, 4, 2, 0
P2, 3, 11, 6, 2
P1, 5, 9, 5, 2
P2, 5, 18, 7, 0
P1, 3, 11, 2, 0
P2, 3, 24, 6, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 4
P2, 0, 2, 2, 2
P1, 4, 10, 6, 0
P2, 4, 9, 7, 4
P1, 1, 16, 6, 4
P2, 1, 9, 0, 0
P1, 5, 24, 8, 0
P2, 5, 12, 3, 0
P1, 0, 0, 0, 0
P2, 0, 4, 4, 4
P1, 6, 7, 7, 0
P2, 6, 9, 5, 0
P1, 4, 12, 5, 6
P2, 4, 15, 6, 2
P1, 3, 20, 8, 2
P2, 3, 20, 5, 2
P1, 0, 4, 4, 2
P2, 0, 2, 2, 4
P1, 4, 7, 3, 0
P2, 4, 12, 10, 6
P1, 1, 9, 2, 2
P2, 1, 17, 5, 2
P1, 4, 14, 5, 0
P2, 4, 26, 9, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 0, 0, 0
P2, 0, 4, 4, 6
P1, 6, 9, 9, 4
P2, 6, 9, 5, 6
P1, 2, 9, 0, 0
P2, 2, 19, 10, 4
P1, 2, 9, 0, 0
P2, 2, 28, 9, 4
P1, 0, 5, 5, 0
P2, 0, 2, 2, 4
P1, 3, 12, 7, 0
P2, 3, 7, 5, 0
P1, 1, 17, 5, 2
P2, 1, 12, 5, 0
P1, 1, 17, 0, 0
P2, 1, 18, 6, 2
P1, 0, 7, 7, 4
P2, 0, 0, 0, 0
P1, 3, 11, 4, 0
P2, 3, 6, 6, 4
P1, 3, 20, 9, 0
P2, 3, 8, 2, 0
P1, 2, 27, 7, 6
P2, 2, 8, 0, 0
P1, 0, 5, 5, 4
P2, 0, 2, 2, 0
P1, 3, 9, 4, 2
P2, 3, 4, 2, 2
P1, 7, 15, 6, 0
P2, 7, 10, 6, 0
P1, 5, 23, 8, 4
P2, 5, 14, 4, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 5, 5, 4
P2, 0, 0, 0, 0
P1, 5, 15, 10, 4
P2, 5, 0, 0, 0
P1, 5, 21, 6, 2
P2, 5, 4, 4, 0
P1, 5, 28, 7, 0
P2, 5, 7, 3, 0
P1, 0, 0, 0, 0
P2, 0, 6, 6, 6
P1, 4, 4, 4, 0
P2, 4, 14, 8, 6
P1, 2, 4, 0, 0
P2, 2, 24, 10, 4
P1, 2, 9, 5, 4
P2, 2, 27, 3, 2
P1, 0, 2, 2, 2
P2, 0, 5, 5, 0
P1, 3, 7, 5, 2
P2, 3, 10, 5, 2
P1, 3, 7, 0, 0
P2, 3, 19, 9, 6
P1, 4, 15, 8, 2
P2, 4, 21, 2, 2
P1, 0, 5, 5, 4
P2, 0, 3, 3, 0
P1, 2, 10, 5, 4
P2, 2, 9, 6, 2
P1, 1, 12, 2, 2
P2, 1, 12, 3, 2
P1, 6, 19, 7, 0
P2, 6, 20, 8, 2
P1, 0, 4, 4, 0
P2, 0, 2, 2, 2
P1, 4, 9, 5, 2
P2, 4, 7, 5, 0
P1, 4, 14, 5, 2
P2, 4, 14, 7, 2
P1, 2, 19, 5, 2
P2, 2, 18, 4, 2
P1, 0, 0, 0, 0
P2, 0, 4, 4, 4
P1, 6, 5, 5, 0
P2, 6, 10, 6, 4
P1, 5, 15, 10, 4
P2, 5, 12, 2, 2
P1, 3, 17, 2, 0
P2, 3, 22, 10, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 2
P2, 0, 5, 5, 0
P1, 1, 9, 5, 2
P2, 1, 7, 2, 0
P1, 4, 11, 2, 0
P2, 4, 15, 8, 4
P1, 4, 16, 5, 0
P2, 4, 21, 6, 0
P1, 0, 2, 2, 2
P2, 0, 2, 2, 2
P1, 6, 11, 9, 2
P2, 6, 6, 4, 0
P1, 3, 19, 8, 4
P2, 3, 8, 2, 2
P1, 3, 23, 4, 0
P2, 3, 11, 3, 2
P1, 0, 2, 2, 2
P2, 0, 3, 3, 2
P1, 5, 8, 6, 0
P2, 5, 9, 6, 2
P1, 3, 12, 4, 0
P2, 3, 16, 7, 0
P1, 2, 14, 2, 0
P2, 2, 21, 5, 2
P1, 0, 3, 3, 2
P2, 0, 4, 4, 8
P1, 3, 5, 2, 0
P2, 3, 10, 6, 2
P1, 5, 9, 4, 0
P2, 5, 15, 5, 2
P1, 0, 2, 2, 2
P2, 0, 4, 4, 8
P1, 4, 9, 7, 0
P2, 4, 8, 4, 2
P1, 3, 15, 6, 2
P2, 3, 14, 6, 4
P1, 1, 20, 5, 2
P2, 1, 16, 2, 2
P1, 0, 3, 3, 2
P2, 0, 4, 4, 2
P1, 3, 7, 4, 0
P2, 3, 6, 2, 0
P1, 7, 18, 11, 2
P2, 7, 6, 0, 0
P1, 6, 23, 5, 0
P2, 6, 13, 7, 0
P1, 0, 2, 2, 0
P2, 0, 4, 4, 6
P1, 4, 10, 8, 0
P2, 4, 6, 2, 0
P1, 4, 16, 6, 0
P2, 4, 9, 3, 2
P1, 5, 23, 7, 0
P2, 5, 14, 5, 4
P1, 0, 0, 0, 0
P2, 0, 7, 7, 6
P1, 3, 6, 6, 0
P2, 3, 11, 4, 0
P1, 3, 10, 4, 6
P2, 3, 19, 8, 2
P1, 1, 12, 2, 2
P2, 1, 19, 0, 0
P1, 0, 3, 3, 0
P2, 0, 4, 4, 4
P1, 3, 6, 3, 0
P2, 3, 11, 7, 2
P1, 3, 15, 9, 0
P2, 3, 13, 2, 0
P1, 2, 18, 3, 2
P2, 2, 21, 8, 4
P1, 0, 7, 7, 2
P2, 0, 0, 0, 0
P1, 3, 15, 8, 8
P2, 3, 0, 0, 0
P1, 5, 21, 6, 0
P2, 5, 6, 6, 4
P1, 3, 23, 2, 0
P2, 3, 14, 8, 4
P1, 0, 7, 7, 4
P2, 0, 0, 0, 0
P1, 3, 7, 0, 0
P2, 3, 8, 8, 6
P1, 5, 14, 7, 0
P2, 5, 12, 4, 0
P1, 4, 18, 4, 0
P2, 4, 20, 8, 2
P1, 0, 2, 2, 2
P2, 0, 7, 7, 0
P1, 1, 6, 4, 0
P2, 1, 9, 2, 0
P1, 5, 8, 2, 0
P2, 5, 13, 4, 2
P1, 0, 0, 0, 0
P2, 0, 4, 4, 4
P1, 6, 6, 6, 2
P2, 6, 9, 5, 0
P1, 5, 12, 6, 0
P2, 5, 14, 5, 0
P1, 4, 15, 3, 0
P2, 4, 22, 8, 2
P1, 0, 4, 4, 2
P2, 0, 5, 5, 2
P1, 1, 7, 3, 0
P2, 1, 8, 3, 4
P1, 5, 13, 6, 0
P2, 5, 15, 7, 2
P1, 2, 19, 6, 2
P2, 2, 17, 2, 2
P1, 0, 4, 4, 2
P2, 0, 3, 3, 2
P1, 3, 13, 9, 4
P2, 3, 6, 3, 0
P1, 1, 15, 2, 2
P2, 1, 11, 5, 0
P1, 4, 18, 3, 0
P2, 4, 18, 7, 2
P1, 0, 3, 3, 0
P2, 0, 5, 5, 2
P1, 2, 5, 2, 2
P2, 2, 13, 8, 2
P1, 2, 11, 6, 0
P2, 2, 16, 3, 2
P1, 3, 16, 5, 0
P2, 3, 22, 6, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 0
P2, 0, 7, 7, 4
P1, 1, 6, 4, 4
P2, 1, 11, 4, 2
P1, 3, 9, 3, 2
P2, 3, 18, 7, 2
P1, 3, 14, 5, 0
P2, 3, 24, 6, 0
P1, 0, 5, 5, 2
P2, 0, 2, 2, 0
P1, 3, 7, 2, 2
P2, 3, 10, 8, 0
P1, 3, 15, 8, 2
P2, 3, 14, 4, 2
P1, 1, 19, 4, 2
P2, 1, 16, 2, 0
P1, 0, 7, 7, 8
P2, 0, 2, 2, 4
P1, 1, 7, 0, 0
P2, 1, 11, 9, 6
P1, 2, 9, 2, 0
P2, 2, 17, 6, 4
P1, 4, 14, 5, 0
P2, 4, 24, 7, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 0
P2, 0, 4, 4, 2
P1, 2, 4, 0, 0
P2, 2, 15, 11, 6
P1, 1, 6, 2, 2
P2, 1, 22, 7, 0
P1, 2, 8, 2, 0
P2, 2, 31, 9, 4
P1, 0, 6, 6, 2
P2, 0, 2, 2, 0
P1, 2, 12, 6, 2
P2, 2, 2, 0, 0
P1, 6, 20, 8, 0
P2, 6, 6, 4, 2
P1, 4, 24, 4, 0
P2, 4, 14, 8, 6
P1, 0, 3, 3, 2
P2, 0, 3, 3, 0
P1, 4, 11, 8, 2
P2, 4, 5, 2, 0
P1, 4, 17, 6, 0
P2, 4, 9, 4, 0
P1, 4, 17, 0, 0
P2, 4, 21, 12, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 2, 2, 2
P2, 0, 2, 2, 4
P1, 6, 10, 8, 2
P2, 6, 8, 6, 2
P1, 2, 14, 4, 2
P2, 2, 15, 7, 4
P1, 1, 18, 4, 2
P2, 1, 20, 5, 0
P1, 0, 0, 0, 0
P2, 0, 7, 7, 6
P1, 3, 2, 2, 0
P2, 3, 13, 6, 0
P1, 5, 6, 4, 0
P2, 5, 23, 10, 2
P1, 1, 8, 2, 2
P2, 1, 31, 8, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 4
P2, 0, 3, 3, 0
P1, 3, 10, 6, 4
P2, 3, 8, 5, 2
P1, 2, 12, 2, 2
P2, 2, 11, 3, 0
P1, 7, 19, 7, 0
P2, 7, 18, 7, 2
P1, 0, 2, 2, 2
P2, 0, 5, 5, 4
P1, 3, 6, 4, 0
P2, 3, 9, 4, 2
P1, 5, 13, 7, 2
P2, 5, 14, 5, 2
P1, 3, 19, 6, 0
P2, 3, 19, 5, 4
P1, 0, 3, 3, 0
P2, 0, 4, 4, 4
P1, 3, 8, 5, 0
P2, 3, 6, 2, 2
P1, 6, 15, 7, 0
P2, 6, 11, 5, 2
P1, 4, 17, 2, 0
P2, 4, 23, 12, 6
P1, 0, 5, 5, 2
P2, 0, 2, 2, 0
P1, 3, 7, 2, 0
P2, 3, 8, 6, 0
P1, 5, 17, 10, 0
P2, 5, 13, 5, 2
P1, 0, 4, 4, 2
P2, 0, 2, 2, 2
P1, 4, 9, 5, 0
P2, 4, 6, 4, 2
P1, 5, 13, 4, 0
P2, 5, 12, 6, 2
P1, 5, 19, 6, 0
P2, 5, 21, 9, 2
P1, 0, 2, 2, 0
P2, 0, 6, 6, 8
P1, 2, 4, 2, 0
P2, 2, 14, 8, 12
P1, 2, 6, 2, 2
P2, 2, 20, 6, 0
P1, 4, 12, 6, 0
P2, 4, 27, 7, 2
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 4, 4, 0
P2, 0, 3, 3, 0
P1, 3, 10, 6, 6
P2, 3, 7, 4, 2
P1, 3, 12, 2, 2
P2, 3, 17, 10, 2
P1, 1, 16, 4, 2
P2, 1, 22, 5, 2
P1, 0, 2, 2, 0
P2, 0, 6, 6, 4
P1, 2, 8, 6, 2
P2, 2, 10, 4, 4
P1, 2, 14, 6, 2
P2, 2, 14, 4, 2
P1, 2, 17, 3, 2
P2, 2, 22, 8, 0
P1, 0, 0, 0, 0
P2, 0, 7, 7, 4
P1, 3, 6, 6, 0
P2, 3, 12, 5, 0
P1, 2, 11, 5, 6
P2, 2, 15, 3, 0
P1, 4, 20, 9, 2
P2, 4, 17, 2, 0
P1, 0, 2, 2, 0
P2, 0, 3, 3, 2
P1, 5, 4, 2, 0
P2, 5, 12, 9, 0
P1, 4, 4, 0, 0
P2, 4, 18, 6, 2
P1, 0, 0, 0, 0
P2, 0, 9, 9, 4
P1, 1, 2, 2, 0
P2, 1, 15, 6, 0
P1, 3, 6, 4, 0
P2, 3, 20, 5, 2
P1, 4, 11, 5, 2
P2, 4, 27, 7, 6
P1, 0, 4, 4, 0
P2, 0, 2, 2, 0
P1, 4, 8, 4, 0
P2, 4, 7, 5, 0
P1, 5, 13, 5, 2
P2, 5, 14, 7, 4
P1, 3, 17, 4, 0
P2, 3, 17, 3, 0
P1, 0, 3, 3, 0
P2, 0, 2, 2, 4
P1, 5, 11, 8, 2
P2, 5, 4, 2, 0
P1, 5, 18, 7, 0
P2, 5, 8, 4, 0
P1, 4, 20, 2, 0
P2, 4, 16, 8, 0
P1, 0, 5, 5, 2
P2, 0, 2, 2, 4
P1, 3, 9, 4, 2
P2, 3, 7, 5, 2
P1, 4, 18, 9, 0
P2, 4, 9, 2, 0
P1, 3, 27, 9, 0
P2, 3, 9, 0, 0
P1, 0, 0, 0, 0
P2, 0, 2, 2, 2
P1, 0, 3, 3, 2
P2, 0, 4, 4, 6
P1, 3, 10, 7, 2
P2, 3, 6, 2, 2
P1, 4, 15, 5, 0
P2, 4, 11, 5, 0
P1, 4, 17, 2, 0
P2, 4, 19, 8, 0
P1, 0, 6, 6, 4
P2, 0, 0, 0, 0
P1, 4, 12, 6, 0
P2, 4, 4, 4, 2
P1, 4, 17, 5, 2
P2, 4, 11, 7, 0
P1, 2, 21, 4, 0
P2, 2, 15, 4, 2
P1, 0, 5, 5, 6
P2, 0, 2, 2, 0
P1, 3, 5, 0, 0
P2, 3, 10, 8, 0
P1, 5, 8, 3, 0
P2, 5, 19, 9, 4
P1, 3, 12, 4, 0
P2, 3, 23, 4, 2
P1, 0, 3, 3, 2
P2, 0, 2, 2, 2
P1, 5, 7, 4, 0
P2, 5, 11, 9, 2
P1, 2, 11, 4, 4
P2, 2, 14, 3, 0
P1, 5, 18, 7, 0
P2, 5, 22, 8, 6
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 3, 3, 2
P2, 0, 0, 0, 0
P1, 7, 13, 10, 0
P2, 7, 3, 3, 2
P1, 4, 18, 5, 0
P2, 4, 7, 4, 2
P1, 5, 24, 6, 0
P2, 5, 13, 6, 4
P1, 0, 3, 3, 2
P2, 0, 4, 4, 2
P1, 3, 8, 5, 2
P2, 3, 11, 7, 4
P1, 1, 10, 2, 2
P2, 1, 13, 2, 2
P1, 7, 17, 7, 0
P2, 7, 21, 8, 2
P1, 0, 0, 0, 0
P2, 0, 8, 8, 6
P1, 2, 3, 3, 2
P2, 2, 14, 6, 4
P1, 3, 10, 7, 0
P2, 3, 18, 4, 0
P1, 2, 17, 7, 2
P2, 2, 23, 5, 4
P1, 0, 0, 0, 0
P2, 0, 0, 0, 0
P1, 0, 5, 5, 6
P2, 0, 2, 2, 4
P1, 3, 11, 6, 4
P2, 3, 4, 2, 0
P1, 5, 15, 4, 0
